text,comment
من رشته ریاضی ام این هفته تو آزمون کانون ترازم شد 4800 میتونم فرهنگیان برم؟ معلمی؟ منطقه 3 ام,1
سلام ادبیات 24 عربی 55 دینی 60 زبان78 ریاضی 24 فیزیک 70 شیمی 16 منطقه 1 رتبه ام چقدر است؟,1
سلام 1090تا 1206,0
سلام دوستان کنکور ریاضی امسال از سال پیش کمی دشواربود؟ممکنه میانگین درصدا امسال کمی پایین‌تر بیاد؟,1
خواهیم دید هر چه که باشد! ان شاء الله خوش باشد🙃,0
ریاضی همسطح پارسال بود اینو میشه از میانگین درصد‌های بچه‌ها فهمید شیمی دشوار‌تر از پارسال بود ولی اسون‌تر بودن فیزیک اینو جبرانش میکنه ولی به نظرم عمومی‌ها همشون از پارسال سخت‌تر بودن اینو از نظرات بچه‌های کانون میشه فهمید، در کل امسال به خاطر ضعیف‌تر شدن بچه‌های ریاضی و کمتر شدن انگیزه شون و کمی دشوار‌تر بودن امسال میانگین درصدا پایین‌تر میاد مثلا اگر توی کنکور1400 رتبه 1500 بدست میاوردی امسال 1200 بدست میاری,0
سلام ادبیات 24 عربی 55 دینی 60 زبان78 ریاضی 24 فیزیک 70 شیمی 16 منطقه 1 رتبه ام چقدر است؟,1
سلام به نظرتون با ادبیات 50 دینی 70 عربی75زبان20 ریاضی40فیزیک75شیمی20چه رتبه ام تو منطقه دو چند میشه؟,1
زیر 400,0
295تا327,0
فکر میکنم زیر 500 میاری ان شاءالله,0
ادبیات50 دینی 70 عربی75زبان20ریاضی40فیزیک75شیمی20 چه رتبه ای میارم؟,1
فارسی 42 دینی 65 عربی50 زبان 60 ریاضی 12 فیزیک 42 شیمی 20 رتبه ام منطقه دو چند میشه؟,1
درود با درصدهای ادبیات88_عربی100_دینی92_زبان100_ریاضی 88/فیزیک 100_شیمی89 رتبه ام چند میشه. لطفا جواب بدین. استرس دارم,1
رتبه 1,0
درصدات خیلی بده که .... از رشته‌ی ریاضی این درصدا بعیده❕,0
بابا خیلی بد زدی که الان همه صد زدن خودم درصدام اینه عربی100 دینی 96 زبان100 ادبیات 96 ریاضی و فیزیک 97 شیمی 90 متاسفانه زیاد شیمیم خوب نبود🤣,0
درصدات خیلی پایینه ، مجاز هم نمیشی ، به فکر 402 باش,0
قشنگ بود😂😂😂,0
احتمالا رتبه یک تا ده,0
بین 1000 تا 2000 برو راحت بخواب تا جوابا بیاد 😑😑😑 حداقل شیمی رو 89 نمیگفتی قابل باورتر باشه,0
بین 1000 تا 2000 برو راحت بخواب تا جوابا بیاد 😑😑😑 حداقل شیمی رو 89 نمیگفتی قابل باورتر باشه,0
کنکور ریاضی ادبیات 18 عربی 12 دینی 37 زبان-2 ریاضی-6فیزیک 8 شیمی 18 احتمال قبول شدن فرهنگیان چقدره,1
شما فرهنگیان دعوت شدید؟,0
منطقه چند,0
فکرنکنم فرهنگیان بیاری,0
کاربران عزیز من یک سوالی داشتم میخواستم بدونم من معدلمم 18 است و نمراتم بالای 18 است اگر بخوام معدلم بیشتر بشه باید در امتحانات شهریور ماه شرکت کنم,1
اصلاح میکنم با ادبیات 67 عربی 80 دینی 80 زبان 66 ریاضی 32 فیزیک 80 شیمی 20 ممکنه زیر 300 منطقه دو شم؟,1
بعید میدونم,0
به نظرم بله به شدت,0
با ادبیات 67 عربی 80 دینی 80 زبان 66 ریاضی 32 فیزیک 80 شیمی 20 ممکنه زیر 300 شم؟,1
امکانش هست,0
با ادبیات 35 عربی 75 دینی 55 زبان 60 ریاضی 25 فیزیک 50 شیمی 25 چند میارم رتبه تو منطقه 2 تراز 6000 کانون هستم,1
فقط ادبیات کم زدید بنظرم 1000 تا1500,0
فارسی 45 دینی 65 زبان 60 عربی 50 ریاضی 11 شیمی 20 فیزیک 42 میتونم زیر 1500 منطقه دو بیارم؟,1
ادبیات 15 عربی60دینی60زبان 0 ریاضی 10 فیزیک 20 شیمی 10 ب نظرتون رتبم چند میاد منطقه 2 فرهنگیان قبول میشم؟,1
حدود4000تا5000 بستگی به استانتون داره,0
8 نا 12 هزار,0
دوستان کسی میدونه مهندسی برق آزاد تهران شمال حدود رتبه اش چقدره,1
با فارسی 45-عربی 65- دینی 60- زبان 40- ریاضی 46 - فیزیک 65 - شیمی 40 تو منطقه 1 رتبه زیر 500 میشه اورد؟,1
ممکنه احتمال داره,0
خیر یالا 1500,0
فکر نکنم,0
به امید خدا,0
سلام ب نظرتون با ادبیات 27 .عربی 40.دینی 60.زبان16.ریاضی 30.فیزیک 52 .شیمی 10 رتبم تو منطقه 2 چند میشه ؟,1
حدود 1200 تا 1800,0
رفیق ماکه علم غیب نداریم هرچی بگیم از رو تخمین رتبه سایت هاس که خودتم میتونی انجام بدی,0
لطفا جواب بدین,0
دوستان ادبیات 24 عربی 26 معارف 60 زبان 94 ریاضی 42 فیزیک 78 شیمی 43 بنظرتون ممکنه 100 منطقه دو بیاد رتبه م ؟,1
ادبیات و عربی بیشتر زده بودی با قطعیت میشد گفت زیر100 هستی ولی این دو درس آدمو مشکوک میکنه,0
دوست عزیزی ک نوشتی 600 شما فک کنم اصلا ن ریاض نه شیمی رو نگاهم نکردی ک اینو میگی یا عامدانه اینو میگی,0
خیر نهایتا 600 تا 900,0
کاربر 391 ریاضی ازکنکور 99 قطعا سخت‌تر بوده,0
اشتباه فهمیدم پاسخت هم مربوط به تو بود هنوز سخته بگیم چون امسال تقلبی هم شده حالا چقدر نمیدونیم😤,0
آخه کاربر 391لابد میخوای بگی فیزیک دشوار بوده و ریاضی و شیمی آسون تر🤣,0
اخه با کنکور 99 این ریاضی و شیمی ک قابل مقایسه نیست,0
نه. چهارصد منطقه دو میشی بهترین حالت,0
ادبیات:18عربی:38دینی:42زبان:92ریاضی:12فیزیک:13شیمی:10 منطقه 2 چه رتبه میده؟خواهش میکنم جواب بدین.,1
زیر3هزار,0
اختصاصی کم زدی ادبیاتتم کمه،درکل توکل به خدا,0
ادبیات 73 عربی 62 دینی 84 زبان 95 ریاضی 63 فیزیک 90 شیمی 53 منطقه 2 چند میشه بنظرتون,1
دو رقمی حداکثر بد‌ترین حالت 200 تا 300,0
نهایت 300 تا 500,0
رتبه برتر,0
ترازت چقدر بود؟,0
چه رشته ای؟,0
