text,comment
بچه‌های تجربی کنکور امسال آسون‌تر بود یا 99 ؟,1
معلوم نیست,0
به نظر من که زیستم از پارسال سخت‌تر بود,0
من پشت کنکوری بودم و هردو سال سر جلسه بودم اونهایی که میگن نود و نه ساده‌تر بود چون تو خونه دادن... درکل بخوام بگم هردو کنکور سخت بود اما هزار و چهارصد به جز توی درس ریاضی از کنکور نود و نه یه مقدار ساده‌تر بود ( فقط یه مقدار),0
بحث سختی درس ک میایید میگید 99 سخت تره باش اما به داوطلب‌های 1400 فکر کنید به دوازدهمی‌های بدبختی که دریغ از یک کلاس و معلم درست و حسابی جنگیدن تا یادبگیرن تازه زخم خورده‌های کنکور 99 خودشون ب اندازه کافی رقیب با تجربه محسوب میشدن به کنار امسال ما فقط درس نخوندیم ما با خانواده با معلم با ازمون با کرونا با خیلی چیز‌ها جنگیدیم تا حقمونو بگیریم 1400هر چه بود ظلم بود در حق دانش اموز‌های سال جاری...,0
بحث سختی و اسونی نیست امسال جنگ روانی بوده,0
من هم امسال کنکور دادم هم پارسال بنظرم کنکور پارسال سخت‌تر و غافلگیر کننده‌تر بود امسال فقط درس ریاضی به شدت غافلگیر کننده بود ولی پارسال به جز دینی عربی زبان بقیه درسا غافلگیر کننده بودن در کل بنظرم درصدا امسال پونزده درصد بیشتر از پارسال باشه غیر از ریاضی,0
به نظر من که عمومی‌های پارسال به جز فارسی مشابه امسال بودن و خب سخت داریم تا سخت شیمی پارسال سختیش از لحاظ زمان بر بودنش بوده ولی ریاضی امسال کلا قابل حل نبوده یعنی درواقع سخت نبوده بلکه غیر استاندارد بوده....,0
پارسال خیلی سختتر بود. امسال که عمومیا خیلی راحت بود و درصدا کلا بالاس ولی پارسال عمومیا هم سخت بود. برا تخصصیا هم که امسال ریاضی سختتر بود ولی زیست فیزیک شیمی امسال از پارسال واقعا ساده‌تر بود در کل امسال از پارسال ساده‌تر و رقابت فوق العاده زیاده امسال. یعنی خدا رحم کنه ب هممون,0
اقعیت اینه که هر دوتا سال یک سری درسا خیلی دشوار بودند و روی درسای دیگه اثر گذاشتند,0
کاربر بی 47 ممنون دوست عزیز چقد مودب و مرتب,0
تاثیر چندانی نداشت حالا این تحلیلی بود که من داشتم و خب شایدم سال شما سختر بوده باشه ولی خب به نظرم الان جز برای ادعای برتری دیگه دلیل دیگه ای نمیتونه داشته باشه دفاع رتبه برتر‌های پارسال ... امیدوارم تونسته باشم منظورم رو رسونده باشم و امیدوارم به کسی بر نخوره و قطعا بدست اوردن رتبه خوب تو هر سالی شاهکاره و سختی یا سادگی سوالات از ارزش رتبه کم نمیکنه ... به امید موفقیت همه به اندازه تلاش و سختیشون .. موفق باشین ...,0
و اگه بخوایم شرایط ازمون رو بررسی کنیم به صورت منطقی عمومی شما سخت‌تر بود ولی فقط بچه‌های امسال میدونن وقتی یکی برای ریاصی درصد 80 به بالا درنظر گرفته و میبینه چیزی نمیتونه دیگه روحیه ای نمیمونه واسه دروس دیگه که هر چند ساده هم باشه (که البته نبود) حالا هرچی هم که بقیه هم بگن یه کنکوری روحیشو باید حفظ کنه و از این شعار‌ها ولی خب من خودم سعی کردم روحیمو اکی نگه دارم ولی خب ذهنم همش دلهره ریاضی رو داشت ولی خب واسه شما شیمی درس اخر بود و البته خب منکر این نمیشم که سخت بود ولی خب حداقل رو سایر دروس,0
افتاد ولی خوبه که شرایط ما 1400‌ها رو هم در نظر بگیرین بیشتر از 1 سال بدون رفتن به مدرسه و درس خوندن با ویس به نظرم کار ساده ای نبود اصلا از لحاظ درسی هم که در نظر نگیریم از لحاظ روحی خدا میدونه که چقدرر سخت بود و فشاری که شما اون یک ماه تعویقی حس کردین ما کل ایین 1 سال حس کردیم,0
با نظر کابر 8 آ سی کاملا موافقم ... یه عده (اللخصوص کسایی که پارسال رتبه نسبتا خوبی اوردن ) میخوان بگن که اره ما خیلی کار سختی رو انجام دادیم و سخت‌ترین کنور رو قبول شدیم خب عزیزم شما نگین هم ما قبول داریم اصلا هر سال با هر سطحی از سوالات اوردن رتبه سخت و دشوار و شاهکاره و کسی منکر این نیست پس اگه گفته میشه کنکور 1400 سختر بوده ارزش کار شما رو پایین نمیاره عزیزم پس بهتره به جای تعصب بی جا سعی کنیم حرف منطقی بزنیم درسته که سال شما انتظار سوالات دشوار رو نداشتین و همچنین 1 ماه کنکورتون به تعویق .,0
واقعا فاز اونایی که میگن 99 سخت‌تر بود نمی‌فهمم ://///یکی چیزی رو هوا میگید بدون این که کنکور داده باشید.... باشه باشه شما سخت‌ترین کنکور قرن رو دادید اگه اینجوری بود چرا امسال اینقدر اعتراض بالاس! حتی کسی که شیمی شریف خونده گفته فیزیک ریاضی امسال سختر از 99 بوده کلا 1400سخت‌تر بوده به کسایی که 99 قبول شدن بر خورده 😑😑😑😑,0
کابر 8آسی گل گفتی واقعا همینه من خودم هم 99 هم 1400 کنکور دارم واقعا 1400 در کل سخت‌تر بود,0
