text,comment
با تراز 9500 و رتبه 280 چقد شانس دارم برا فرهنگیان زبان؟ زیرگروه 1 شدم 117,1
قبول شدم❤️,0
دعوت شدی؟,0
کسایی که پارسال به مصاحبه فرهنگیان دعوت شدن ترازشون چند بوده؟ امکان داره با تراز 6600 دعوت بشم؟,1
من با 6700 دعوت شدم ولی قبول نشدم,0
نه من بیشتر بودم دعوت نشدم پارسال ....امسال ک ظرفیت کم هم شده که متاسفانه عمرا,0
چقد ظرفیت فرهنگیان زبان امسال کم شده🤧🤧🤧🤕,1
برای ما ده نفر پارسال و الان 2 نفر برای خانمه😭...امسال کلا 300خورده ای شده ظرفیت خیلی کمه,0
البرز 5 نفر میخوان، پارسال و سال‌های قبل زیر 20 نفر نبوده نهایت 15 نفر,0
بچه‌ها درصدا و رتبه و ترازتونو بیاین بگین و اینکه چی میخاین برین هدفتون چیه؟🎓🖋....خودم عمومی هام ادبیات و عربی 50 ...دینی 75..زبان 60...تخصصی 26 🤕شدم 2552 و تراز 8560 ... فرهنگیانن❤️,1
دوستان با رتبه1140منطقه3 فرهنگیان احتمالش هست؟ خوزستان,1
اره میدونم ولی پسر دیدم با رتبه 4و3هزارم قبولی بودن...در کل شانست خوبه منم ترازم 8500 بهم کفتن احتمال بالا دعوت بشی,0
من دخترم ولی بوده پارسال بارتبه2000روخورده ای هم قبول شدن,0
خوزستان معمولا خوبه ظرفیتش و بنظرم اگه پسری بالای 80٪ که دعوت میشی,0
8000 هزار ترازم,0
اره ترازت چنده؟ باید ظرفیتا مشخص بشه تا شانست معلوم بشه...,0
در هر دو گروه تجربی و زبان مجاز به انتخاب رشته شدم چطور می‌توانم انتخاب رشته کنم ؟,1
با رتبه 1083 منطقه یک و تراز 6605 تو زیرگروه 3، ادبیات فرانسه دانشگاه فردوسی می‌تونم بیارم؟,1
بچه‌ها برای انتخاب رشته زبان انگلیسی کدوم رتبه رو درنظر میگیرن؟ رتبه در سهمیه مهمه یا رتبه زیرگروه یک؟,1
اها ممنون,0
